0.330896,0.651519
0.336641,0.560879
0.693654,0.937762
0.558631,0.829588
0.308174,0.674241
0.334813,0.607557
0.292243,0.699926
0.324628,0.587059
0.333769,0.711781
0.361974,0.753272
0.804126,0.768585
0.32515,0.615708
0.122747,0.523586
0.548185,0.76735
0.189344,0.476661
0.878297,0.536429
0.340037,0.787602
0.658135,0.909854
0.294594,0.587059
0.328284,0.708323
0.3228,0.655224
0.398276,0.585577
0.446331,0.546061
0.434317,0.798469
0.68843,0.927883
0.26691,0.489257
0.102899,0.565325
0.269522,0.544826
0.33638,0.796493
0.580308,0.824154
0.254897,0.637935
0.297467,0.531242
0.206843,0.47839
0.281274,0.742899
0.290154,0.696468
0.593105,0.821684
0.487856,0.319832
0.327501,0.725611
0.62784,0.898987
0.335074,0.726846
0.389397,0.754013
0.319143,0.654483
0.300862,0.704124
0.545834,0.651025
0.270828,0.527291
0.245756,0.489504
0.345521,0.6367
0.0992426,0.558903
0.336903,0.743393
0.379734,0.671524
0.880909,0.539145
0.364586,0.753025
0.318099,0.611262
0.293288,0.626574
0.487072,0.76488
0.21076,0.488269
0.687647,0.925167
0.294072,0.650284
0.78245,0.776735
0.407417,0.799704
0.804126,0.7918
0.106555,0.511484
0.262732,0.582613
0.640376,0.749815
0.755811,0.792047
0.711674,0.59348
0.327501,0.757965
0.501175,0.757718
0.304518,0.733267
0.506399,0.719437
0.151214,0.587059
0.442674,0.602124
0.78036,0.76735
0.407939,0.596197
0.675372,0.835268
0.279969,0.639664
0.639593,0.91677
0.472186,0.565078
0.697049,0.893801
0.40585,0.625834
0.196657,0.49222
0.339514,0.551988
0.34526,0.422573
0.225646,0.47592
0.217811,0.460855
0.841995,0.671277
0.273962,0.632502
0.291199,0.738948
0.118046,0.536429
0.337425,0.733761
0.647689,0.899234
0.805432,0.672018
0.463829,0.71351
0.680857,0.848358
0.271089,0.636453
0.317576,0.551988
0.644816,0.903186
0.397232,0.778217
0.344999,0.42208
0.525202,0.767844
0.261948,0.634231
0.177853,0.506298
0.833116,0.656952
0.430138,0.74858
0.603813,0.805631
0.33847,0.621635
0.398799,0.584836
0.47532,0.704865
0.419953,0.804149
0.634369,0.721413
0.406111,0.601136
0.394359,0.775747
0.289371,0.64164
0.336903,0.756483
0.679028,0.83675
0.675372,0.91751
0.35649,0.621141
0.215722,0.597431
0.319143,0.645838
0.29825,0.660163
0.696527,0.879723
0.703317,0.856261
0.520501,0.768832
0.53356,0.642134
0.720554,0.581378
0.331157,0.742406
0.792113,0.116078
0.662314,0.927389
0.625229,0.895036
0.324889,0.724623
0.307391,0.547543
0.384435,0.785379
0.321494,0.560385
0.434317,0.598666
0.503526,0.741665
0.776965,0.740183
0.706973,0.74611
0.674589,0.616695
0.294594,0.58039
0.14808,0.599901
0.34526,0.751297
0.376077,0.714744
0.708801,0.866634
0.649517,0.931341
0.665187,0.785873
0.326195,0.583107
0.683207,0.83428
0.294333,0.570017
0.632541,0.92245
0.305824,0.690788
0.627318,0.917757
0.293027,0.702643
0.13894,0.525068
0.272395,0.632255
0.180465,0.54038
0.283886,0.64732
0.51789,0.810571
0.242883,0.526303
0.658919,0.912818
0.333769,0.735984
0.580308,0.81798
0.289893,0.659916
0.286237,0.623611
0.426221,0.807113
0.293027,0.590516
0.748237,0.751791
0.165317,0.487034
0.66153,0.9306
0.289371,0.66288
0.701489,0.917264
0.210238,0.486293
0.684252,0.837491
0.357273,0.769573
0.327762,0.707335
0.29381,0.567548
0.271873,0.623117
0.139723,0.574957
0.565683,0.60163
0.320972,0.553964
0.438757,0.789825
0.400104,0.80736
0.441107,0.754754
0.335336,0.785132
0.259337,0.469746
0.340037,0.712028
0.274223,0.580884
0.413946,0.803902
0.282841,0.634231
0.531732,0.755989
0.729433,0.911336
0.313659,0.557422
0.294594,0.739195
0.634369,0.923438
0.756072,0.789578
0.35884,0.687083
0.566466,0.747592
0.259337,0.530748
0.279185,0.582366
0.785584,0.433934
0.343693,0.582613
0.575346,0.861447
0.638548,0.877995
0.508488,0.743887
0.147036,0.519881
0.1614,0.583107
0.288326,0.699432
0.306346,0.691776
0.703056,0.935787
0.299295,0.597184
0.214416,0.476414
0.552625,0.774018
0.133978,0.453198
0.57169,0.57718
0.726299,0.647073
0.381823,0.766609
0.816662,0.611262
0.47976,0.56409
0.691042,0.9143
0.205537,0.473203
0.280491,0.48407
0.672499,0.920474
0.369548,0.796987
0.407678,0.749074
0.375555,0.663127
0.252808,0.529513
0.39227,0.736478
0.194045,0.48407
0.0976756,0.525315
0.628624,0.892319
0.804649,0.771302
0.301123,0.670536
0.35649,0.770808
0.337425,0.618918
0.174197,0.518647
0.590232,0.455668
0.341865,0.745616
0.802821,0.672512
0.273962,0.545814
0.69052,0.926649
0.405067,0.581625
0.132149,0.49469
0.132149,0.526797
0.659963,0.919733
0.2959,0.630279
0.362236,0.666831
0.39018,0.622623
0.636981,0.563102
0.386785,0.625093
0.265605,0.546308
0.278402,0.640158
0.35884,0.68486
0.288848,0.638182
0.686863,0.891331
0.642988,0.704865
0.379211,0.746357
0.158266,0.509509
0.575346,0.859965
0.29381,0.655717
0.326978,0.690788
0.682946,0.581131
0.453643,0.543097
0.835989,0.553717
0.527814,0.807113
0.393575,0.755989
0.523635,0.570264
0.182293,0.578414
0.790285,0.672265
0.299295,0.665843
0.293288,0.581872
0.133716,0.494937
0.624445,0.909113
0.327762,0.615214
0.406372,0.803655
0.785061,0.735737
0.105511,0.493208
0.841734,0.686589
0.644032,0.897259
0.735701,0.929612
0.297728,0.576686
0.343954,0.755001
0.708279,0.863917
0.335074,0.743393
0.358057,0.692517
0.330896,0.613979
0.280491,0.631761
0.452337,0.79921
0.463829,0.562114
0.334813,0.738948
0.676939,0.915041
0.279707,0.568782
0.66153,0.917264
0.805171,0.767597
0.406111,0.589281
0.650823,0.896024
0.112562,0.509509
0.343432,0.71425
0.287281,0.67103
0.286759,0.500864
0.305302,0.736972
0.579786,0.826624
0.163228,0.493455
0.457561,0.755989
0.464612,0.510002
0.261948,0.501111
0.304518,0.668313
0.323844,0.557175
0.452599,0.750309
0.280752,0.581872
0.264299,0.663374
0.188822,0.599901
0.236354,0.594221
0.650039,0.620153
0.691303,0.895777
0.458605,0.750062
0.291982,0.601136
0.397493,0.730798
0.489684,0.770067
0.276574,0.646332
0.689214,0.924179
0.433534,0.749815
0.641421,0.903186
0.284931,0.567301
0.682685,0.92492
0.285714,0.571993
0.236354,0.488269
0.365892,0.691776
0.46409,0.594962
0.694698,0.820449
0.190389,0.504569
0.577958,0.867375
0.169757,0.485305
0.653695,0.932082
0.290938,0.666337
0.336903,0.730057
0.634892,0.880464
0.637503,0.730304
0.259075,0.483329
0.819535,0.668313
0.35649,0.794023
0.534082,0.57792
0.734134,0.704124
0.711674,0.91677
0.297989,0.655224
0.196918,0.490738
0.326978,0.572487
0.117785,0.487528
0.395665,0.805137
0.741708,0.76488
0.277357,0.543097
0.328023,0.653989
0.282319,0.584342
0.290938,0.515189
0.545834,0.40405
0.295639,0.661892
0.696265,0.914794
0.47767,0.741665
0.545312,0.758953
0.370071,0.747592
0.326978,0.560879
0.45965,0.822178
0.173936,0.54285
0.693393,0.913559
0.464873,0.509755
0.466963,0.757471
0.430138,0.810324
0.660486,0.740677
0.126143,0.527785
0.400104,0.792047
0.168974,0.541368
0.695221,0.803161
0.630974,0.886886
0.717942,0.916276
0.664664,0.924673
0.478715,0.739442
0.691303,0.84737
0.436406,0.699432
0.254636,0.460114
0.576652,0.821684
0.294594,0.669301
0.459911,0.602371
0.276835,0.640899
0.326978,0.575945
0.276051,0.650778
0.701227,0.798222
0.283364,0.757471
0.198746,0.489998
0.335336,0.646579
0.278663,0.61472
0.63907,0.868116
0.332202,0.560138
0.1614,0.501358
0.676678,0.75673
0.696265,0.605088
0.302168,0.733267
0.338208,0.645838
0.501959,0.652507
0.143902,0.515436
0.30034,0.595703
0.404805,0.753025
0.450509,0.537911
0.281536,0.638182
0.278141,0.530007
0.146775,0.51593
0.682162,0.885157
0.271089,0.531736
0.542178,0.650284
0.525986,0.75105
0.69287,0.597678
0.623139,0.91183
0.467485,0.595703
0.159572,0.56162
0.417864,0.80983
0.325934,0.760188
0.581875,0.825883
0.506921,0.837244
0.681901,0.800198
0.289371,0.65547
0.3766,0.804396
0.696265,0.759941
0.397493,0.634725
0.547924,0.654236
0.731523,0.736231
0.305302,0.740677
0.2959,0.669795
0.384435,0.763892
0.438235,0.748333
0.351267,0.740924
0.371638,0.674241
0.447636,0.750309
0.663359,0.935293
0.301384,0.663374
0.87673,0.533712
0.655524,0.93307
0.67929,0.875278
0.299295,0.735737
0.39462,0.651519
0.472186,0.749815
0.628362,0.897012
0.164534,0.508768
0.382868,0.66041
0.63463,0.892566
0.641421,0.899975
0.292505,0.601136
0.311308,0.749815
0.638026,0.863423
0.396448,0.761176
0.40141,0.759694
0.281274,0.750556
0.711935,0.114843
0.82737,0.465053
0.276835,0.634231
0.206843,0.572487
0.660747,0.620647
0.303996,0.665596
0.463306,0.824154
0.330635,0.630526
0.668582,0.761917
0.644555,0.909854
0.456516,0.511978
0.351528,0.747098
0.579002,0.874043
0.191695,0.502346
0.429094,0.798469
0.248368,0.644851
0.288848,0.663868
0.688953,0.849099
0.364325,0.796246
0.54714,0.314893
0.667015,0.792788
0.680857,0.882934
0.762601,0.761423
0.448159,0.808101
0.665448,0.742653
0.436145,0.754507
0.157744,0.504075
0.691303,0.699926
0.29381,0.64411
0.333507,0.742653
0.297206,0.588787
0.824758,0.661151
0.711674,0.870585
0.69052,0.930847
0.13685,0.511237
0.180726,0.475673
0.329851,0.778711
0.575346,0.836997
0.359363,0.770808
0.389397,0.740183
0.12771,0.436157
0.681379,0.878982
0.293288,0.663868
0.331679,0.738454
0.153043,0.493702
0.869156,0.194616
0.371899,0.695233
0.312092,0.751791
0.248368,0.490738
0.315748,0.642381
0.272917,0.610274
0.75555,0.748827
0.297467,0.601136
0.278402,0.675228
0.208148,0.472462
0.290415,0.59101
0.630713,0.895777
0.805693,0.760435
0.79159,0.0995307
0.271089,0.536923
0.326456,0.71425
0.734134,0.908866
0.360669,0.721907
0.262209,0.531983
0.504832,0.80736
0.45286,0.472709
0.687647,0.836009
0.455471,0.808842
0.358057,0.759694
0.384173,0.782415
0.172891,0.50778
0.343954,0.588787
0.580047,0.86367
0.644555,0.9306
0.296683,0.635466
0.496213,0.771055
0.563071,0.586071
0.168712,0.515436
0.340037,0.800198
0.301384,0.536676
0.28258,0.754754
0.638287,0.861941
0.691042,0.699926
0.634369,0.886886
